token,count
"""{CBM-Q}{SHIFT-*}{SHIFT-*}{SHIFT-+}{SHIFT-*}{SHIFT-*}{SHIFT-+}{SHIFT-*}{SHIFT-*}{SHIFT-+}{SHIFT-*}{SHIFT-*}{SHIFT-+}{SHIFT-*}{SHIFT-*}{SHIFT-+}{SHIFT-*}{SHIFT-*}{SHIFT-+}{SHIFT-*}{SHIFT-*}{CBM-W}""",1
"""ungerade""",1
4179,1
"""                    """,1
"""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist verhungert""",1
"""such das kreuz""",1
46400,1
"""{up}{up}{up}wieviel stueck werbe- tafeln kaufen sie""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}Einsatz""",1
5055,1
"""{up}{up}{up}""",1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}rot""",1
"""gerade  """,1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}19-36""",1
"""1-18 """,1
"""{left}{left}{left}{left}{left}""",1
"""{down}Zahl     """,1
"""{right}Kapital:""",1
"""{up}{up}{rvs_on}{black}{right}{right}{right}""",1
5060,1
"""{down}{down}    Weiter mit {black}{rvs_on}^{rvs_off} !""",1
"""{clr}{down}{down}{red}  Nichts geht mehr!""",1
"""DM""",1
"""{SHIFT--}{black}29{white}{SHIFT--}{red}30{white}{SHIFT--}{black}31{white}{SHIFT--}{red}32{white}{SHIFT--}{black}33{white}{SHIFT--}{red}34{white}{SHIFT--}{black}35{white}{SHIFT--}""",1
"""{down}{CBM-T}.bagdonat""",1
3600,1
3300,1
4164,1
rou,1
"""{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{rvs_on}{red}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}{CBM-@}""",1
"""{blue}{down}{down}{down}{right}{right}{right}{right}{right}{right}{right}{right}{right}""",1
"""{down}{down}{down}{black}  Weiter mit {rvs_on}^{rvs_off} !""",1
"""{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{CBM-D}{rvs_on}  {rvs_off}{CBM-F}{down}{left}{left}{left}{left}{rvs_on} {right}{right} {rvs_off}{down}{left}{left}{left}{left}{CBM-C}{rvs_on}  {rvs_off}{CBM-V}""",1
8026,1
7025,1
7090,1
7070,1
"""{SHIFT--}{black}15{white}{SHIFT--}{red}16{white}{SHIFT--}{black}17{white}{SHIFT--}{red}18{white}{SHIFT--}{red}19{white}{SHIFT--}{black}20{white}{SHIFT--}{red}21{white}{SHIFT--}""",1
"""{SHIFT--}  {SHIFT--}  {SHIFT--}  {SHIFT--}{red}36{white}{SHIFT--}  {SHIFT--}  {SHIFT--}  {SHIFT--}{CBM-Z}{SHIFT-*}{SHIFT-*}{CBM-E}{SHIFT-*}{SHIFT-*}{CBM-E}{SHIFT-*}{SHIFT-*}{CBM-E}{SHIFT-*}{SHIFT-*}{CBM-E}{SHIFT-*}{SHIFT-*}{CBM-E}{SHIFT-*}{SHIFT-*}{CBM-E}{SHIFT-*}{SHIFT-*}{CBM-X}""",1
"""{down}schwarz""",1
"""{blue} Jeder Spieler hat     als Anfangskapital    10.000 DM zur         Verfuegung.""",1
"""{clr}{red}{rvs_on}      ROULETTE                              """,1
pitschwiese38,1
thomaskessler,1
by,1
1983,1
te,1
LET,1
14450,1
"""du hast dracula""",1
"""zeig kreuz""",1
4174,1
4169,1
4165,1
"""{down}s.bagdonat""",1
"""{down}{down}{down}{down}copyright""",1
"""{CBM-K}h. gehrmann {CBM-K}",1
"""{CBM-K} heinrich-  {CBM-K}",1
"""{CBM-K}  str. 25   {CBM-K}",1
"""{CBM-K}3  hannover {CBM-K}",1
"""{CBM-K}  telefon   {CBM-K}",1
"""{CBM-K}0511/344771 {CBM-K}",1
"""{CBM-B}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-V}",1
"""{black}{down}   holger gehrmann""",1
6690,1
""" {down}Spielen Sie gut!      {down}{down}Wieviele Spieler      (1-9)?""",1
""" {down}Gesetzt werden        Chips zu je 100 DM.""",1
14440,1
"""du musst was essen""",1
46000,1
"""{rvs_on}{red}{up}{up}{up}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}{right}Y""",1
15017,1
"""{clr}{blue}{rvs_on}hg-software presents :{rvs_off}""",1
"""{CBM-D}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}{CBM-I}",1
"""{clr}{down}{down}{blue}dieses  music-programmist nicht nur mit ein-fachen data's!mit vie-""",1
"""len  rechnungen  wurdees auf ein minimum verkuerzt!{down}""",1
"""{red}nur  das   hauptmusik-schema ist  in  data'sabgelegt.""",1
"""{blue}{down}die restlichen stimmensind entweder in sche-ma-strings oder in dim""",1
"""variablen abgelegt.""",1
"""toene  zeit  einnimmt,kann es zu  takt-unge-nauigkeiten kommen.""",1
"""{clr}{down}{down}{down}{down}""",1
"""die melodie beinhaltet4 stimmen:""",1
"""{down}{red}1. 3-ton melodie      {blue}2. jazz-unterstimme   {red}3. wechselbass""",1
"""{blue}4. schlagzeug""",1
"""{left}.Spieler""",1
"""Spieler""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{yellow} 374 tones / 28 sec.{home}""",1
"""{CBM-K}            {CBM-K}",1
"""{down}{down}highscore:""",1
"""{down}demons abgeschossen""",1
"""da  alle  tongenerato-ren angesteuert wurdenund das ausrechnen der""",1
"""{clr}{rvs_on}{blue}hg-software, abt.music{rvs_off}""",1
 cool rock,1
"""Q  telefon  Q         Q0511/344771Q         Q           Q         QQQQQQQQQQQQQ",1
"""Q    25     Q         Q           Q         Q3000 hann.1Q         Q           Q",1
"""Q           Q         Qh. gehrmannQ         Q           Q         QheinrichstrQ",1
"""QQQQQQQQQQQQQ         Q           Q         Q cool rock Q         Q           Q",1
"""{down}{down}{down}{down}{down}{down}{down}{purple}      cool rock""",1
"""{down}{down}{down}{cyan}          by""",1
"""   holger  gehrmann""",1
"""101202""",1
"""11213211""",1
"""{cyan}{down}{down}{down}{down}          by""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{right}{right}{right}{right}{purple}the mad boogy""",1
"""{down}{red} {rvs_on} 3 {rvs_off} {blue}frosch-effekt""",1
"""{down}{red} {rvs_on} 2 {rvs_off} {blue}sanft""",1
"""{down}{red} {rvs_on} 1 {rvs_off} {blue}normal""",1
"""{down}{black}bitte waehlen sie den effekt:""",1
"""{clr}{rvs_on}{blue} computer blues )hgss {rvs_off}""",1
20478,1
20479,1
20480,1
"""{white}{clr}""",1
20530,1
"""{SHIFT--}{SHIFT--}{SHIFT--}{rvs_on}{SHIFT-POUND} {rvs_on}Z {SHIFT-+} {CBM-*}{rvs_off}{SHIFT--}{SHIFT--}{SHIFT--}""",1
"""{cyan}+++ {rvs_on}{SHIFT-POUND}   {CBM-*}{rvs_off} +++""",1
"""{rvs_on}{SHIFT-POUND}             {CBM-*}""",1
0.2,1
"""{rvs_on}{SHIFT-POUND}   {rvs_off}{SHIFT-POUND}demon    {CBM-*}{rvs_on}   {CBM-*}{rvs_off}{white}""",1
"""{rvs_on}{SHIFT-POUND}   {rvs_off}{SHIFT-POUND}{rvs_on}       {rvs_off}{CBM-*}{rvs_on}   {CBM-*}{rvs_on}""",1
9050,1
352,1
"""QQQQQQQQQQQQQQ        Q            Q        Q computer-  Q        Q      blues Q",1
"""{down}{white}NMNMNMNMNMNMNMNMNMNMNM""",1
"""{clr}{down}{red}{rvs_on}{CBM-*}{rvs_off}   {rvs_on} {rvs_off}""",1
"""{rvs_on} {CBM-*}{rvs_off}  {rvs_on} {rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}{SHIFT-POUND} {CBM-*}{rvs_off} {rvs_on}   {rvs_off} {rvs_on}  {CBM-*}{rvs_off}""",1
"""{down}{down}{down}{cyan}          by:""",1
"""{down}{black}   holger  gehrmann""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{green}  blues is running ! {left}{inst} {home}""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{purple}{right}{right}{right}{right}computer blues""",1
"""such den zettel""",1
15015,1
15020,1
15520,1
46700,1
"""{clr}{blue}{rvs_on} hg-software systems: {rvs_off}""",1
"""{down}{black}  bernd andraschko    """,1
"""{down}{red}        &             """,1
"""{down}{black}  oliver bardenheier  """,1
"""{rvs_on} {rvs_off}  {CBM-*}{rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}   {rvs_on} {rvs_off}{SHIFT-POUND}{rvs_on}{SHIFT-POUND}{rvs_off}""",1
7503,1
"""{down}{rvs_on}{blue}taste {rvs_off}""",1
"""bitte warten""",1
"""{clr}{blue}ihre einzige chance   gegen die ungeheuer """,1
"""Q            Q        QQQQQQQQQQQQQQ",1
"""Q3 hannover 1Q        Q            Q        Q  telefon:  Q        Q(0511)344771Q",1
"""Q            Q        Qheinrichstr.Q        Q     25     Q        Q            Q",1
"""Q            Q        Q     by     Q        Q            Q        Q h.gehrmann Q",1
"""warte""",1
46100,1
"""{rvs_on}{red}{left}{SHIFT-+}""",1
"""{rvs_on}{red}{left}~""",1
"""{down}{down}der gehilfe draculas  {down}hat dich getoetet""",1
"""du musst noch""",1
"""{down}{black}durch loslassen der   taste koennen sie die""",1
"""{red}ungeheuer {black}bombardieren""",1
"""{down}{blue}{rvs_on}   viel    glueck !!! {rvs_off}""",1
"""nager2""",1
"""{down}{rvs_on}{red}taste{rvs_off}""",1
"""{clr}*********nager********""",1
"""{down}sie definden sich in  einem turm der mit    """,1
"""{down}fruechten gefuellt ist""",1
"""{down}{blue}versuchen sie die     {down}gefraessigen gobbels  """,1
"""abzuwehren. """,1
"""{rvs_on} {rvs_off}{CBM-*}{rvs_on}{CBM-*}{rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {rvs_on} {rvs_off}   {rvs_on} {rvs_off}   {rvs_on} {rvs_off} {rvs_on} {rvs_off}""",1
"""{rvs_on} {rvs_off} {CBM-*}{rvs_on}{CBM-*} {rvs_off} {rvs_on}   {rvs_off} {rvs_on} {CBM-H} {rvs_off} {rvs_on}  {rvs_off}  {rvs_on}  {rvs_off}{SHIFT-POUND}""",1
"""{rvs_on} {rvs_off}   {CBM-*} {rvs_on} {rvs_off} {rvs_on} {rvs_off} {CBM-*}{rvs_on} {rvs_off}{SHIFT-POUND} {rvs_on}   {rvs_off} {rvs_on} {rvs_off} {CBM-*}{rvs_on}{CBM-*}{rvs_off}""",1
"""{white}MNMNMNMNMNMNMNMNMNMNMN{blue}         von""",1
849,1
8141,1
"""{down}anzukommen ist ihr    flugzeug einzusetzen.""",1
"""{down}{red}{rvs_on}     tastatur :       {rvs_off}""",1
"""{down}{black}{rvs_on}_{rvs_off} {blue} : flugzeug links""",1
"""{down}{black}{rvs_on}f1{rvs_off} {blue}: flugzeug rechts """,1
"""{down}{down}{down}{down}sie haben""",1
20477,1
4597,1
20516,1
"""{down}ende""",1
"""{clr}{down}{down}{down}demon attack""",1
"""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist verdurstet""",1
"""{clr}{down}{down}{down}du hast verloren      {down}{down}{down}du bist vor muedigkeit""",1
"""{down}tod umgefallen""",1
"""{clr}{down}{down}du hast verloren""",1
"""{down}energie:""",1
858,1
"""{right}{right}{right}{right}{right}{right}{right}{down}{down}{green}))))))))""",1
"""  {black}!{red}(({black}!  """,1
"""{black}!!!{red}(({black}!!!""",1
""" {black}!!{red}(({black}!! """,1
"""{down}denn sie wollen an    ihre fruechte""",1
"""{home}{down}{down}{rvs_on}{red}  spielanleitung :    {rvs_off}""",1
7695,1
"""du musst schlafen""",1
46200,1
"""es wird dunkel""",1
jj,1
"""spukhaus2""",1
7686,1
846,1
"""   menue  nr.2  : ausgabe von allen gespeicherten programmen""",1
"""{down}notwendig.""",1
"""{down}schaedigung. reparatur""",1
"""{down}mittelschwere be-""",1
"""fjuezqpalkihftgrbdfvss""",1
"""{home}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{down}{rvs_on}{black}punkte""",1
1019,1
"""{clr}{down}{down}{down}{down}{down}{down}ihre punkte :""",1
"""hoechste punktzahl:""",1
"""{down}{down}noch einmal ?""",1
4610,1
"""{down}{down}{right}wollen sie die        {down}spielanleitung legen?""",1
   seeschlacht,1
 (c) d. formhals,1
  friedberg,1
"""{clr}{down}{black}{down}{down} s e e s c h l a c h t""",1
"""{down}treibstoff:""",1
DEF,1
"""{down}sofort reparieren.""",1
"""{down}schwere beschaedigung!""",1
3550,1
.983,1
"""   onH R{SHIFT-*}{SHIFT-*}R{SHIFT-*}Q{SHIFT-*}Q O  O """,1
"""   H {CBM-U}          {CBM-I} {CBM-I}O """,1
"""   mnH{CBM-K}        {CBM-I} {CBM-I} O """,1
"""such den schlues-""",1
"""sel jetzt""",1
"""{down}{down}noch einmal (j/n)?""",1
"""code no.:""",1
"""0 = das programm wurde noch nicht abgetippt!""",1
"""2 - das programm ist in betrieb und o.k.!""",1
"""1 = das programm wurde abgetippt,laeuft aber noch nicht korrekt!""",1
"""{down}kein schiff in ihrem""",1
3310,1
"""{down}bereich, das sie be-""",1
"""{down}schaedigen koennte.""",1
"""{down}kollision an""",1
"""steuerbord.""",1
3340,1
.975,1
"""{down}liche beschaedigung.""",1
3360,1
.92,1
"""{down}kein guter patriot!""",1
"""{clr}{down}bastard! du bist """,1
15416,1
"""sauerstoff =""",1
"""sie drehen sich""",1
"""{down}leichte, oberflaech-""",1
.96,1
.36,1
tauchen,1
zustand,1
hauptqu,1
sabotage,1
umwandler,1
raketen,1
maschinen,1
sonar,1
torpedos,1
"""{up}           befehl?  """,1
"""{down}           befehl ?""",1
"""{down}wir brauchen hilfe!""",1
3470,1
"""                im hag 32",1
"""                5180 eschweiler",1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}H  HO  O      """,1
"""{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}{CBM-U}H  HO  O Ojk  """,1
"""   H{CBM-K}            {CBM-I} {CBM-R} """,1
"""   {CBM-U}              {CBM-I}  """,1
"""{clr}{down}{down}{purple}sie haben nicht ge-""",1
2410,1
2610,1
2690,1
3210,1
2280,1
"""{down}nuegend leute an bord,""",1
"""{down}die die maschinen""",1
"""backbord.""",1
"""{down}nichts passiert!""",1
"""{down} 2 torpedo""",1
"""{down} 3  rakete""",1
"""{down} 4  hoehe""",1
"""{down} 6  andocken""",1
"""{down} 7  sabotage""",1
"""{down} 5  bericht""",1
"""~""",1
"""{up}           {rvs_on}befehl?{rvs_off}  """,1
"""{clr}{down}{down}{purple}maschinen werden""",1
"""programmreservoir:""",1
"""demon2""",1
"""     bitte warten     """,1
21280,1
"""3 - ausgabe aller noch    nicht abgetippten     programme""",1
"""                copyright by:",1
"""                volker muecke",1
"""spukhaus3""",1
"""{down}{down}{down}  sie muessen""",1
"""{down}gradiert!!""",1
"""{down}deckschrubben de-""",1
"""{down}sie werden zum""",1
"""{down}uebrig.""",1
"""{down}feindliche schiffe""",1
"""{down}es sind noch""",1
"""kurs""",1
"""{down}bedienen koennten.{black}""",1
1810,1
"""{clr}{down}{down}befehle:""",1
"""{down} 0  fahren""",1
"""{down} 1  sonar""",1
"""{down} 9  kapitulation""",1
"""{down} 8  energieumwandlung""",1
*torpedogeraeusch,1
4400,1
"""{down}gute arbeit! sie haben{down}sie alle erwischt!!""",1
 *explosion,1
x19,1
"""{down}{down}noch ein spiel ?""",1
4410,1
"""* hauptq. v. monster *""",1
"""* ein monsterkampf   *""",1
"""* von monster gefr.  *""",1
4060,1
"""{down}schiffe zerstoeren,""",1
"""{down}  um zu gewinnen.""",1
"""sie haben eine wand gerammt""",1
"""sie finden eine lampe""",1
"""ihre luft ist verbraucht!""",1
"""{down}{rvs_on} 1 {rvs_off} sonar.""",1
4250,1
"""  und eins stirbt!""",1
"""  ist spannend!!""",1
4270,1
"""  unentschieden.""",1
"""{rvs_on} 0 {rvs_off} in einer best.""",1
"""{down}sonar :""",1
"""{down}einer lienie liegen.""",1
"""{down}senken kann, die in""",1
"""{down}mehrere schiffe ver-""",1
"""{down}fliegen kann und""",1
"""{down}indem sie ueber land""",1
"""richtung liegen""",1
"""{down}{down}taste druecken""",1
"""erstellt.""",1
"""{down}{rvs_on} ! {rvs_off} seemonster""",1
"""{rvs_on} 1 {rvs_off} die karte wird""",1
"""x boote.""",1
"""{down}{rvs_on} 3 {rvs_off} rakete.""",1
"""{down}{rvs_on} 4 {rvs_off} heben/senken.""",1
"""{down}{rvs_on} 5 {rvs_off} report.""",1
"""hauptquartier.""",1
"""{down}{rvs_on} 6 {rvs_off} andocken an das""",1
"""unmittelbarer naehe.""",1
"""ist fuer schiffe in""",1
"""{down}{rvs_on} 2 {rvs_off} torpedo.""",1
"""{down}det sich vom torpedo,""",1
"""{clr}die rakete unterschei-""",1
4810,1
"""{down}{down}{rvs_on} taste druecken""",1
"""{down}{rvs_on} 0 {rvs_off} fahren.""",1
"""          geschrieben fuer vc-20, vc 1515  und evtl. speichererweiterung",1
               menue,1
"""{down}1 - neue eingabe""",1
"""{down}2 - ausgabe von allen     gespeicherten prg.""",1
"""   menue nr.1   : neue eingabe",1
"""{clr}{rvs_on}programmtitel?{rvs_off}""",1
"""6    5    4""",1
""" N   ]   M""",1
"""7 - -[- - 3""",1
5080,1
"""{down}mit {rvs_on}space{rvs_off} starten.""",1
"""{down}anfang gesagt""",1
"""{down}wird ihnen am """,1
"""{down}{rvs_on} ~ {rvs_off} minen""",1
"""{down}{rvs_on} h {rvs_off} hauptquartier""",1
"""{down}{rvs_on} x {rvs_off} eigenes u-boot""",1
"""{down}bung der befehle:""",1
"""{down}nun folgt die beschrei-""",1
"""ihres feindes zu zer- {down}stoeren.""",1
"""{down}{black}sie sind ein u-boot   {down}kapitaen, und muessen {down}versuchen,alle schiffe""",1
"""{clr}auf dieser karte be-""",1
"""{down}die anzahl der gegner""",1
"""genannten tasten.""",1
"""{down}ueber die obenge-""",1
"""{down}{down}die steuerung erfolgt""",1
"""  {CBM-K}                {CBM-I} """,1
"""   @abcSGGHOGGPdefg  """,1
7200,1
"""       H      O      """,1
"""{down}{down}dracula hat dich      {down}gebissen""",1
"""{clr}{down}{down}{down}du hast gewonnen      {down}du hast jane befreit""",1
"""{clr}{down}{down}{down}du hast verloren""",1
"""{down}{rvs_on} 8 {rvs_off} umwandlung von""",1
 *fehlergeraeusch,1
uu,1
3830,1
"""{cyan}{rvs_on}feindmanoever{rvs_off}{black}""",1
"""{down}{rvs_on} * {rvs_off} insel""",1
"""{down}deutet folgendes:""",1
"""{down}um die steuerung des""",1
"""{down}u-bootes zu erhalten,""",1
""" M   ]   N""",1
"""{clr}{down}8    1    2""",1
4980,1
"""{down} {rvs_on}space{rvs_off} druecken.""",1
"""{clr}{down}{rvs_on} 7 {rvs_off} sabotage: das""",1
 *raketenabschuss,1
xyzl,1
3650,1
"""{down}hier ist der code:""",1
"""{down}sende 'hilfe' codiert.""",1
"""{up}******""",1
"""{down}uebertragungsschwier-""",1
"""sie sinken.{black}""",1
"""{down}schaedigt.""",1
"""{purple}{down}wurden zu stark be-""",1
"""{down}keine hilfe!""",1
"""{down}igkeiten.""",1
"""{clr}{purple}{rvs_on}    spielanleitung    """,1
"""{down}{rvs_on} 9 {rvs_off} aufgeben.""",1
4700,1
"""{down}{rvs_on}taste druecken""",1
"""oder umgekehrt.""",1
"""energie zu kerosin""",1
"""{purple}{clr}{down}{down}raketensilos werden""",1
3870,1
4210,1
4180,1
"""* schiff auf mine    *""",1
3970,1
3940,1
3920,1
3860,1
"""* hauptquartier ger. *""",1
"""* von schiff gerammt *""",1
"""{down}bitte geben sie den code ein.""",1
3490,1
"""{down}ihnen helfen.""",1
"""{down}hilfe kommt und wird""",1
"""{down}schnelle arbeit!""",1
"""{down}{rvs_on}fuer computer-typ?{rvs_off}    (vc-20/cbm/zx-81/...)""",1
"""{down}{rvs_on}code nr.?{rvs_off}""",1
"""0=nicht eingetippt    1=laeuft nicht        2=im betrieb""",1
"""{down}{rvs_on}sind alle angaben     richtig gewesen?(j/n) {rvs_off}""",1
"""data""",1
16384,1
"""{clr}{down}{down}keine raketen mehr.""",1
"""{down}raketen.""",1
"""{down}zu feuern.""",1
"""{down}wollen sie trotzdem?""",1
1900,1
"""{down}rakete explodiert beim{down}abfeuern. tot!""",1
"""{down}nicht genug mannschaft{down}zum abfeuern der """,1
"""{down}ihr torpedo gefressen!""",1
"""{down}ein seemonster hat""",1
1850,1
1950,1
4530,1
"""{down}wir empfehlen, in die-""",1
"""{down}ser tiefe nicht""",1
1870,1
"""ausgang erreicht!""",1
"""ihr raumanzug wird zerstoert""",1
"""sie verstecken sich   auf einem planeten in einem labyrinth""",1
"""{down}{rvs_on}heftnummer/jahrgang?{rvs_off}  (23/82)""",1
"""{down}{rvs_on}seite{rvs_off}""",1
"""{down}{rvs_on}heftname{rvs_off}              (cp/chip/mc/cj/...)""",1
"""   menue nr.3   : ausgabe aller noch nicht abgetippten programme""",1
"""35leftnummer/jahrgang:""",1
"""programmname:""",1
"""programm ist bereits  in betrieb""",1
"""          druckerausgabe""",1
1540,1
"""{clr}{down}{purple}keine torpedos mehr.{black}""",1
"""{down}{down}sie werden zermatscht.""",1
"""{clr}{down}{down}""",1
"""{down}{rvs_on}sie haben getroffen!!""",1
1710,1
"""{down}torpedo an einer mine""",1
"""{down}verschwendet.""",1
1830,1
"""{down}blindgaenger.""",1
"""{down}rakete ausserhalb der""",1
"""{down}sonarerfassung.rakete""",1
"""{down}verloren.""",1
1980,1
"""{down}sie haben noch""",1
"""{down}treibstoff.""",1
"""{down}{down}sie haben einen teil""",1
""".!.""",1
1720,1
1740,1
1760,1
1770,1
"""{down}treibst.""",1
"""{down}zustandsbericht ?""",1
"""torpedos""",1
"""raketen""",1
4460,1
"""{down}torpedo ausserhalb...""",1
"""{down}unwirksam.""",1
1570,1
"""{clr}{down}innendruck sinkt""",1
"""{down}pedos.{black}""",1
"""crew""",1
2540,1
2580,1
"""abt.         zust.""",1
"""energie""",1
"""{down}koennte.""",1
"""{clr}{down}gegner""",1
"""{down}bericht abgeben""",1
"""{clr}{down}{purple}{down}es kommt kein bericht""",1
"""{clr}{down}{down}niemand da der einen""",1
"""{down}durch.{black}""",1
2460,1
2670,1
"""{down}quartier gesprengt!""",1
1680,1
22016,1
"""{clr}{down}{down}{purple}andocken an das haupt-{down}quartier unmoeglich.{black}""",1
"""{clr}{down}{down}taucher kommen und""",1
"""{down}versorgen sie.""",1
2740,1
"""{clr}{down}{down}{purple}zu wenig leute um""",1
"""{down}den auftrag auszu-""",1
2710,1
"""{clr}{down}{down}{purple}schleusen verstopft{black}""",1
2630,1
"""{clr}{purple}{down}{down}hauptquartier zer-""",1
"""{down}stoert.{black}""",1
"""{down}position:""",1
2650,1
"""{clr}{down}{down}{purple}hauptquartier ist""",1
"""{down}desertiert.{black}""",1
"""{down}quartier zerstoert.""",1
"""55seite:""",1
"""{down}fuer """,1
"""programm wurde noch   nicht abgetippt!""",1
"""{down}seite """,1
"""       bildschirmausgabe""",1
"""{clr}{down}{down}{rvs_on}programm:             {rvs_off}""",1
"""{down}{down}{down}aus """,1
"""{down}trolle zu reparieren{black}""",1
"""{clr}{down}neue tiefe""",1
"""{down}mannschaft um die kon-""",1
"""{clr}{down}{purple}sie haben zu wenig""",1
2340,1
"""{down}fertig.""",1
"""{down}verlorene energie:""",1
2370,1
"""{down}{down}wand durch aussendruck{down}zerquetscht!""",1
"""feind-""",1
"""{down}liche schiffe zer-""",1
"""{clr}{down}{down} 0 oder 1 ?""",1
1170,1
"""{down}{down}{up}dummkopf!!""",1
"""{down}sie haben sich selbst""",1
"""{down}zerstoert!""",1
"""235 dt=""",1
"""goto100""",1
"""{down}4 - ausgabe aller noch    nicht richtig         laufender progr.""",1
"""{down}5 - ende""",1
"""73""",1
"""        gespeicherte daten""",1
"""35""",1
"""55""",1
"""62""",1
1330,1
"""{down}einem seemonster""",1
"""{down}entkommen.""",1
"""{down}navigation fertig.""",1
"""{down}sie sind ganz knapp""",1
"""{down}restenergie:""",1
"""{down}gerade repariert.{black}""",1
poll,1
2250,1
"""{down}sie haben einen teil""",1
"""minen""",1
"""{clr}{down}{purple}{down}ballastkontrolle wird""",1
"""{down}stoert.""",1
"""see-""",1
"""{down}monster getroffen.""",1
"""{down}gute arbeit.""",1
1290,1
"""{down}alles umgewandelt.""",1
"""{clr}{down}{down}1=energie>tank""",1
"""{down}sie koennen das gebiet""",1
"""{purple}{clr}{down}{down}nicht genug leute""",1
"""{down}zum bedienen des""",1
"""{down}sonars.{black}""",1
"""programm wurde abge-  tippt,laeuft aber     noch nicht!""",1
"""25heftname:""",1
"""nicht laufende programme :""",1
"""nicht abgetippte programme :""",1
"""   menue nr.4   : ausgabe aller noch nicht richtig laufenden programme""",1
"""{CBM-Y}""",1
"""25""",1
"""62comp.typ:""",1
"""73code:""",1
"""{down}energievorrat:""",1
"""{down}{down}energie ?""",1
"""{down}atomreaktor ist ueber-""",1
"""{down}kritisch! alle schiffe""",1
"""{down}aus der zone !!""",1
.21,1
"""{down}sie sind auf eine""",1
"""{down}mine gelaufen!""",1
"""{down}sie laufen auf grund.""",1
"""{purple}{clr}{down}{down}sonar wird repariert.{black}""",1
"""{down}schaft erstickt.""",1
"""{down}u-boot sinkt, mann-""",1
"""{down}atomreaktor ist""",1
"""{down}ausgefallen.""",1
"""{down}energie""",1
"""{down}2=tank>energie""",1
"""{down}fuehren.{black}""",1
"""{clr}{down}{purple}nicht genuegend leute""",1
1310,1
"""{purple}{clr}{down}{down}torpedorohre werden""",1
1420,1
"""{down}{down}nicht verlassen!""",1
"""{right}steuertasten unter""",1
""" den zu setzenden""",1
""" stein, druecken ' '""",1
"""{right}und fahren dann """,1
"""{right}unter die""",1
"""{left}**{down}{left}{left}**   Q Q Q W Q Q Q""",1
"""{left}***********************{home}""",1
"""{down}{right}{right}es sind noch """,1
.43,1
"""{down}zum abfeuern der tor-""",1
"""{down}ein seemonster schnuef-""",1
3010,1
"""wurden gefressen.""",1
"""{down}beschaedigt.{black}""",1
"""{clr}{down}{down}{purple}energieumwandler ist""",1
3060,1
"""{down}bedienen.{black}""",1
"""{down}um den umwandler zu""",1
"""{clr}{down}{purple}nicht genug mannschaft""",1
"""schollen.""",1
"""maenner sind ver-""",1
"""{down}quartier gerammt!""",1
"""{down}sie sinken.""",1
"""{down}sie haben ein schiff""",1
"""{down}gerammt! sie sinken.""",1
"""{clr}{down}{down}rich.  anz.  entf.""",1
